%OpenBCI Raw EXG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionNative
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Other, Timestamp (Formatted)
84.0, -208.7986145261675, -188.37502086814493, 194.94041524035856, -135.38063849601895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011507692733E9, 0.0, 2024-05-07 11:59:10.769
84.0, -203.37949949037284, -174.20827983599156, 230.36848752060905, -178.28851068764925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.715101150769292E9, 0.0, 2024-05-07 11:59:10.769
85.0, -71.96315494738519, -71.073058757931, 365.06846422469243, -10.621315874159336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.715101150769606E9, 0.0, 2024-05-07 11:59:10.769
85.0, -209.48301621805876, -175.29659072309732, 185.80009974865243, -157.61060383263975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011507696192E9, 0.0, 2024-05-07 11:59:10.769
86.0, -324.8551899511367, -244.58945710211992, 220.80556333390996, -181.84515554551035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011507987418E9, 0.0, 2024-05-07 11:59:10.798
86.0, -148.1860559443012, -116.04535572510213, 247.20177722116932, -141.9553826181218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011507987597E9, 0.0, 2024-05-07 11:59:10.798
87.0, -69.19562898017466, -75.89378980081528, 459.5981755047105, -34.88204688671976, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.715101150799258E9, 0.0, 2024-05-07 11:59:10.799
87.0, -226.0694725215435, -219.49472839944065, 617.4425230845809, -151.2602537078783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.715101150799278E9, 0.0, 2024-05-07 11:59:10.799
88.0, -80.50882634613663, -136.85041917860508, 387.4330659597181, -119.833874380216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011507999203E9, 0.0, 2024-05-07 11:59:10.799
88.0, -23.538930321112275, -20.57692955620587, 416.7800609120168, 9.22259329073131, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011507999322E9, 0.0, 2024-05-07 11:59:10.799
89.0, -243.90131551027298, -185.06520940735936, 251.3979449714534, -134.4007847076282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.715101150800728E9, 0.0, 2024-05-07 11:59:10.800
89.0, -264.36230816785246, -190.85083463881165, 137.62644841941074, -164.72763344831765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011508007467E9, 0.0, 2024-05-07 11:59:10.800
90.0, -78.34716417174786, -23.74088491871953, 378.09827567031607, -1.7166140796616673, 0.0, 0.0, -0.0800000037997961, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011508586762E9, 0.0, 2024-05-07 11:59:10.858
90.0, -210.34319320786744, -138.13320486340672, 226.67346636438742, -115.2412772346288, 0.0, 0.0, -0.0800000037997961, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011508586905E9, 0.0, 2024-05-07 11:59:10.858
91.0, -332.5593838598579, -238.1456094784662, 76.572581642773, -189.47455145511776, 0.0, 1.0240000486373901, -0.0800000037997961, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011508591993E9, 0.0, 2024-05-07 11:59:10.859
91.0, -172.88809515163302, -118.0200229017064, 289.0138587257825, -129.43793746642768, 0.0, 1.0240000486373901, -0.0800000037997961, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011508592088E9, 0.0, 2024-05-07 11:59:10.859
92.0, -59.82717959117144, -79.06148506328464, 297.5744897243567, -43.20332428812981, -0.0800000037997961, 1.0240000486373901, -0.0800000037997961, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011508599453E9, 0.0, 2024-05-07 11:59:10.859
92.0, -231.0734586622566, -211.8466329900548, 290.4163212091662, -172.09897626098245, -0.0800000037997961, 1.0240000486373901, -0.0800000037997961, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011508599536E9, 0.0, 2024-05-07 11:59:10.859
93.0, -149.8540513245389, -124.41151192598045, 232.00282380124554, -81.38770283572376, -0.0800000037997961, 1.0240000486373901, -0.0800000037997961, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011508615212E9, 0.0, 2024-05-07 11:59:10.861
93.0, -5.759445931762457, -11.900361659005284, 450.3531428142451, -15.905794511549175, -0.0800000037997961, 1.0240000486373901, -0.0800000037997961, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011508615477E9, 0.0, 2024-05-07 11:59:10.861
94.0, -193.58844140637666, -186.28067689295858, 213.02283152611926, -134.2137897098437, -0.0800000037997961, 1.0240000486373901, -0.0800000037997961, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7151011508629253E9, 0.0, 2024-05-07 11:59:10.862
